"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"166","Census Tract 120","260","Census Tract 406.12","3/1/2020 - 3/31/2020, Every day, Daily Average",1218,976,1518
"166","Census Tract 120","261","Census Tract 234.18","3/1/2020 - 3/31/2020, Every day, Daily Average",1175,921,1498
"166","Census Tract 120","262","Census Tract 238.03","3/1/2020 - 3/31/2020, Every day, Daily Average",394,277,558
"166","Census Tract 120","263","Census Tract 910.08","3/1/2020 - 3/31/2020, Every day, Daily Average",2186,1672,2856
"166","Census Tract 120","264","Census Tract 908.04","3/1/2020 - 3/31/2020, Every day, Daily Average",2399,1926,2987
"166","Census Tract 120","266","Census Tract 909.04","3/1/2020 - 3/31/2020, Every day, Daily Average",2166,1673,2802
"166","Census Tract 120","267","Census Tract 909.05","3/1/2020 - 3/31/2020, Every day, Daily Average",2165,1613,2904
"166","Census Tract 120","268","Census Tract 403.02","3/1/2020 - 3/31/2020, Every day, Daily Average",788,532,1165
"166","Census Tract 120","269","Census Tract 910.07","3/1/2020 - 3/31/2020, Every day, Daily Average",2381,1957,2895
"166","Census Tract 120","270","Census Tract 403.03","3/1/2020 - 3/31/2020, Every day, Daily Average",995,757,1306
"166","Census Tract 120","271","Census Tract 406.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1905,1396,2598
"166","Census Tract 120","272","Census Tract 404.10","3/1/2020 - 3/31/2020, Every day, Daily Average",1156,894,1494
"166","Census Tract 120","273","Census Tract 406.11","3/1/2020 - 3/31/2020, Every day, Daily Average",1073,856,1343
"166","Census Tract 120","274","Census Tract 402.02","3/1/2020 - 3/31/2020, Every day, Daily Average",588,413,835
"166","Census Tract 120","275","Census Tract 404.13","3/1/2020 - 3/31/2020, Every day, Daily Average",1224,928,1614
"166","Census Tract 120","276","Census Tract 405.12","3/1/2020 - 3/31/2020, Every day, Daily Average",954,709,1282
"166","Census Tract 120","277","Census Tract 404.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1244,858,1802
"166","Census Tract 120","278","Census Tract 404.07","3/1/2020 - 3/31/2020, Every day, Daily Average",1114,837,1482
"166","Census Tract 120","279","Census Tract 404.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1135,867,1485
"166","Census Tract 120","280","Census Tract 404.11","3/1/2020 - 3/31/2020, Every day, Daily Average",1388,992,1940
"166","Census Tract 120","281","Census Tract 221","3/1/2020 - 3/31/2020, Every day, Daily Average",1169,820,1665
"166","Census Tract 120","282","Census Tract 238.01","3/1/2020 - 3/31/2020, Every day, Daily Average",613,400,938
"166","Census Tract 120","283","Census Tract 404.12","3/1/2020 - 3/31/2020, Every day, Daily Average",878,666,1156
"166","Census Tract 120","284","Census Tract 405.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1086,851,1384
"166","Census Tract 120","285","Census Tract 405.10","3/1/2020 - 3/31/2020, Every day, Daily Average",902,671,1212
"166","Census Tract 120","286","Census Tract 701.10","3/1/2020 - 3/31/2020, Every day, Daily Average",1702,1351,2143
"166","Census Tract 120","287","Census Tract 701.11","3/1/2020 - 3/31/2020, Every day, Daily Average",1478,1055,2070
"166","Census Tract 120","288","Census Tract 703.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1597,1123,2270
"166","Census Tract 120","289","Census Tract 702.04","3/1/2020 - 3/31/2020, Every day, Daily Average",1709,1487,1963
"166","Census Tract 120","290","Census Tract 704.04","3/1/2020 - 3/31/2020, Every day, Daily Average",1980,1619,2421
"166","Census Tract 120","291","Census Tract 705.02","3/1/2020 - 3/31/2020, Every day, Daily Average",2462,1764,3435
"166","Census Tract 120","294","Census Tract 405.13","3/1/2020 - 3/31/2020, Every day, Daily Average",1094,828,1444
"166","Census Tract 120","295","Census Tract 405.14","3/1/2020 - 3/31/2020, Every day, Daily Average",1217,954,1551
"166","Census Tract 120","296","Census Tract 405.15","3/1/2020 - 3/31/2020, Every day, Daily Average",1247,1011,1536
"166","Census Tract 120","297","Census Tract 405.16","3/1/2020 - 3/31/2020, Every day, Daily Average",1268,1084,1482
"166","Census Tract 120","300","Census Tract 1005.02","3/1/2020 - 3/31/2020, Every day, Daily Average",1905,1540,2356
"166","Census Tract 120","301","Census Tract 1001","3/1/2020 - 3/31/2020, Every day, Daily Average",2497,1864,3343
"166","Census Tract 120","303","Census Tract 1004","3/1/2020 - 3/31/2020, Every day, Daily Average",2078,1675,2577
"166","Census Tract 120","304","Census Tract 1003","3/1/2020 - 3/31/2020, Every day, Daily Average",2191,1786,2687
"166","Census Tract 120","305","Census Tract 406.06","3/1/2020 - 3/31/2020, Every day, Daily Average",1747,1348,2262
"166","Census Tract 120","306","Census Tract 406.09","3/1/2020 - 3/31/2020, Every day, Daily Average",952,746,1214
"166","Census Tract 120","307","Census Tract 406.13","3/1/2020 - 3/31/2020, Every day, Daily Average",1509,1223,1861
"166","Census Tract 120","308","Census Tract 302.18","3/1/2020 - 3/31/2020, Every day, Daily Average",2189,1800,2660
"166","Census Tract 120","309","Census Tract 312.05","3/1/2020 - 3/31/2020, Every day, Daily Average",900,626,1293
"166","Census Tract 120","310","Census Tract 302.24","3/1/2020 - 3/31/2020, Every day, Daily Average",2087,1704,2554
"166","Census Tract 120","311","Census Tract 312.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1210,873,1676
"166","Census Tract 120","312","Census Tract 312.07","3/1/2020 - 3/31/2020, Every day, Daily Average",1163,840,1608
"166","Census Tract 120","313","Census Tract 312.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1189,849,1664
"166","Census Tract 120","314","Census Tract 305.07","3/1/2020 - 3/31/2020, Every day, Daily Average",1547,1229,1946
"166","Census Tract 120","315","Census Tract 305.06","3/1/2020 - 3/31/2020, Every day, Daily Average",1340,1006,1783
"166","Census Tract 120","316","Census Tract 306.01","3/1/2020 - 3/31/2020, Every day, Daily Average",1465,1109,1934
"166","Census Tract 120","317","Census Tract 604.04","3/1/2020 - 3/31/2020, Every day, Daily Average",1882,1278,2770
"166","Census Tract 120","318","Census Tract 603.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1786,1466,2175
"166","Census Tract 120","319","Census Tract 604.03","3/1/2020 - 3/31/2020, Every day, Daily Average",1742,1346,2254
"166","Census Tract 120","320","Census Tract 603.06","3/1/2020 - 3/31/2020, Every day, Daily Average",1706,1355,2147
"166","Census Tract 120","321","Census Tract 603.05","3/1/2020 - 3/31/2020, Every day, Daily Average",1607,1275,2024
"166","Census Tract 120","323","Census Tract 601.01","3/1/2020 - 3/31/2020, Every day, Daily Average",1825,1559,2135
"166","Census Tract 120","324","Census Tract 602.02","3/1/2020 - 3/31/2020, Every day, Daily Average",1554,1208,1998
"166","Census Tract 120","325","Census Tract 604.06","3/1/2020 - 3/31/2020, Every day, Daily Average",2079,1643,2630
"166","Census Tract 120","326","Census Tract 603.04","3/1/2020 - 3/31/2020, Every day, Daily Average",1435,1144,1798
"166","Census Tract 120","327","Census Tract 601.02","3/1/2020 - 3/31/2020, Every day, Daily Average",2045,1736,2408
"166","Census Tract 120","329","Census Tract 603.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1557,1290,1878
"166","Census Tract 120","330","Census Tract 603.07","3/1/2020 - 3/31/2020, Every day, Daily Average",1824,1457,2282
"166","Census Tract 120","331","Census Tract 602.01","3/1/2020 - 3/31/2020, Every day, Daily Average",1257,956,1651
"166","Census Tract 120","332","Census Tract 114.17","3/1/2020 - 3/31/2020, Every day, Daily Average",1841,1485,2282
"166","Census Tract 120","333","Census Tract 115.06","3/1/2020 - 3/31/2020, Every day, Daily Average",2135,1718,2652
"166","Census Tract 120","334","Census Tract 114.16","3/1/2020 - 3/31/2020, Every day, Daily Average",2020,1546,2637
"166","Census Tract 120","335","Census Tract 114.21","3/1/2020 - 3/31/2020, Every day, Daily Average",1686,1256,2261
"166","Census Tract 120","336","Census Tract 114.26","3/1/2020 - 3/31/2020, Every day, Daily Average",2398,1761,3265
"166","Census Tract 120","337","Census Tract 116.10","3/1/2020 - 3/31/2020, Every day, Daily Average",2107,1679,2643
"166","Census Tract 120","338","Census Tract 116.18","3/1/2020 - 3/31/2020, Every day, Daily Average",1703,1328,2182
"166","Census Tract 120","339","Census Tract 116.25","3/1/2020 - 3/31/2020, Every day, Daily Average",2062,1604,2649
"166","Census Tract 120","340","Census Tract 116.12","3/1/2020 - 3/31/2020, Every day, Daily Average",1925,1513,2448
"166","Census Tract 120","341","Census Tract 77.05","3/1/2020 - 3/31/2020, Every day, Daily Average",822,577,1169
"166","Census Tract 120","342","Census Tract 96.01","3/1/2020 - 3/31/2020, Every day, Daily Average",1012,693,1477
"166","Census Tract 120","343","Census Tract 96.03","3/1/2020 - 3/31/2020, Every day, Daily Average",1043,701,1551
"166","Census Tract 120","344","Census Tract 98.01","3/1/2020 - 3/31/2020, Every day, Daily Average",637,441,918
"166","Census Tract 120","345","Census Tract 101.19","3/1/2020 - 3/31/2020, Every day, Daily Average",1402,1070,1836
"166","Census Tract 120","346","Census Tract 101.21","3/1/2020 - 3/31/2020, Every day, Daily Average",1336,973,1832
"166","Census Tract 120","347","Census Tract 101.23","3/1/2020 - 3/31/2020, Every day, Daily Average",1229,923,1635
"166","Census Tract 120","349","Census Tract 1202.02","3/1/2020 - 3/31/2020, Every day, Daily Average",1927,1583,2344
"166","Census Tract 120","350","Census Tract 503.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1706,1350,2155
"166","Census Tract 120","351","Census Tract 503.06","3/1/2020 - 3/31/2020, Every day, Daily Average",1182,881,1584
"166","Census Tract 120","352","Census Tract 503.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1844,1425,2385
"166","Census Tract 120","353","Census Tract 503.10","3/1/2020 - 3/31/2020, Every day, Daily Average",1580,1235,2020
"166","Census Tract 120","354","Census Tract 503.13","3/1/2020 - 3/31/2020, Every day, Daily Average",1366,1027,1816
"166","Census Tract 120","355","Census Tract 228","3/1/2020 - 3/31/2020, Every day, Daily Average",922,668,1272
"166","Census Tract 120","356","Census Tract 229","3/1/2020 - 3/31/2020, Every day, Daily Average",833,609,1138
"166","Census Tract 120","357","Census Tract 214.12","3/1/2020 - 3/31/2020, Every day, Daily Average",1076,757,1528
"166","Census Tract 120","358","Census Tract 236.01","3/1/2020 - 3/31/2020, Every day, Daily Average",648,475,882
"166","Census Tract 120","359","Census Tract 213.07","3/1/2020 - 3/31/2020, Every day, Daily Average",1022,765,1364
"166","Census Tract 120","360","Census Tract 211.02","3/1/2020 - 3/31/2020, Every day, Daily Average",1154,813,1637
"166","Census Tract 120","361","Census Tract 214.15","3/1/2020 - 3/31/2020, Every day, Daily Average",885,605,1293
"166","Census Tract 120","362","Census Tract 214.17","3/1/2020 - 3/31/2020, Every day, Daily Average",828,554,1236
"166","Census Tract 120","363","Census Tract 213.05","3/1/2020 - 3/31/2020, Every day, Daily Average",1370,1093,1716
"166","Census Tract 120","364","Census Tract 503.14","3/1/2020 - 3/31/2020, Every day, Daily Average",1418,1064,1888
"166","Census Tract 120","365","Census Tract 115.05","3/1/2020 - 3/31/2020, Every day, Daily Average",2146,1733,2657
"166","Census Tract 120","366","Census Tract 114.22","3/1/2020 - 3/31/2020, Every day, Daily Average",1840,1365,2478
"166","Census Tract 120","367","Census Tract 114.24","3/1/2020 - 3/31/2020, Every day, Daily Average",2046,1614,2593
"166","Census Tract 120","368","Census Tract 116.26","3/1/2020 - 3/31/2020, Every day, Daily Average",2327,1630,3321
"166","Census Tract 120","369","Census Tract 119","3/1/2020 - 3/31/2020, Every day, Daily Average",165,76,354
"166","Census Tract 120","370","Census Tract 230","3/1/2020 - 3/31/2020, Every day, Daily Average",1193,840,1694
"166","Census Tract 120","371","Census Tract 231.01","3/1/2020 - 3/31/2020, Every day, Daily Average",741,527,1040
"166","Census Tract 120","372","Census Tract 231.02","3/1/2020 - 3/31/2020, Every day, Daily Average",953,704,1289
"166","Census Tract 120","373","Census Tract 213.06","3/1/2020 - 3/31/2020, Every day, Daily Average",1203,918,1575
"166","Census Tract 120","374","Census Tract 213.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1085,752,1564
"166","Census Tract 120","375","Census Tract 216.05","3/1/2020 - 3/31/2020, Every day, Daily Average",763,568,1024
"166","Census Tract 120","376","Census Tract 219.13","3/1/2020 - 3/31/2020, Every day, Daily Average",1470,1172,1842
"166","Census Tract 120","377","Census Tract 220.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1260,969,1636
"166","Census Tract 120","378","Census Tract 222.03","3/1/2020 - 3/31/2020, Every day, Daily Average",1277,894,1822
"166","Census Tract 120","379","Census Tract 801.02","3/1/2020 - 3/31/2020, Every day, Daily Average",881,675,1148
"166","Census Tract 120","380","Census Tract 123","3/1/2020 - 3/31/2020, Every day, Daily Average",447,352,566
"166","Census Tract 120","381","Census Tract 232.14","3/1/2020 - 3/31/2020, Every day, Daily Average",1091,820,1450
"166","Census Tract 120","382","Census Tract 233.13","3/1/2020 - 3/31/2020, Every day, Daily Average",1324,1039,1686
"166","Census Tract 120","383","Census Tract 233.16","3/1/2020 - 3/31/2020, Every day, Daily Average",1719,1393,2120
"166","Census Tract 120","384","Census Tract 211.01","3/1/2020 - 3/31/2020, Every day, Daily Average",1260,985,1610
"166","Census Tract 120","385","Census Tract 231.07","3/1/2020 - 3/31/2020, Every day, Daily Average",914,665,1256
"166","Census Tract 120","386","Census Tract 231.08","3/1/2020 - 3/31/2020, Every day, Daily Average",877,635,1210
"166","Census Tract 120","387","Census Tract 232.04","3/1/2020 - 3/31/2020, Every day, Daily Average",1325,1023,1715
"166","Census Tract 120","388","Census Tract 214.14","3/1/2020 - 3/31/2020, Every day, Daily Average",909,635,1300
"166","Census Tract 120","389","Census Tract 212.15","3/1/2020 - 3/31/2020, Every day, Daily Average",1199,869,1652
"166","Census Tract 120","390","Census Tract 504.17","3/1/2020 - 3/31/2020, Every day, Daily Average",1197,874,1638
"166","Census Tract 120","391","Census Tract 503.04","3/1/2020 - 3/31/2020, Every day, Daily Average",1344,1045,1728
"166","Census Tract 120","394","Census Tract 212.17","3/1/2020 - 3/31/2020, Every day, Daily Average",1334,987,1801
"166","Census Tract 120","395","Census Tract 214.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1037,698,1540
"166","Census Tract 120","396","Census Tract 218.14","3/1/2020 - 3/31/2020, Every day, Daily Average",1256,926,1702
"166","Census Tract 120","397","Census Tract 231.11","3/1/2020 - 3/31/2020, Every day, Daily Average",960,709,1299
"166","Census Tract 120","399","Census Tract 231.13","3/1/2020 - 3/31/2020, Every day, Daily Average",1107,779,1571
"166","Census Tract 120","400","Census Tract 232.06","3/1/2020 - 3/31/2020, Every day, Daily Average",1130,855,1492
"166","Census Tract 120","401","Census Tract 232.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1464,1181,1814
"166","Census Tract 120","402","Census Tract 232.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1508,1234,1842
"166","Census Tract 120","403","Census Tract 232.10","3/1/2020 - 3/31/2020, Every day, Daily Average",1346,1076,1682
"166","Census Tract 120","404","Census Tract 232.11","3/1/2020 - 3/31/2020, Every day, Daily Average",1178,907,1529
"166","Census Tract 120","405","Census Tract 507.12","3/1/2020 - 3/31/2020, Every day, Daily Average",2168,1755,2676
"166","Census Tract 120","406","Census Tract 501.05","3/1/2020 - 3/31/2020, Every day, Daily Average",2424,1875,3132
"166","Census Tract 120","407","Census Tract 504.29","3/1/2020 - 3/31/2020, Every day, Daily Average",2019,1583,2574
"166","Census Tract 120","408","Census Tract 504.23","3/1/2020 - 3/31/2020, Every day, Daily Average",1463,1099,1946
"166","Census Tract 120","409","Census Tract 502.05","3/1/2020 - 3/31/2020, Every day, Daily Average",2177,1716,2760
"166","Census Tract 120","410","Census Tract 501.06","3/1/2020 - 3/31/2020, Every day, Daily Average",2193,1697,2832
"166","Census Tract 120","411","Census Tract 504.15","3/1/2020 - 3/31/2020, Every day, Daily Average",1746,1385,2199
"166","Census Tract 120","412","Census Tract 504.21","3/1/2020 - 3/31/2020, Every day, Daily Average",1295,959,1747
"166","Census Tract 120","413","Census Tract 507.18","3/1/2020 - 3/31/2020, Every day, Daily Average",2357,1894,2932
"166","Census Tract 120","414","Census Tract 507.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1924,1483,2495
"166","Census Tract 120","415","Census Tract 507.14","3/1/2020 - 3/31/2020, Every day, Daily Average",2033,1630,2534
"166","Census Tract 120","416","Census Tract 507.21","3/1/2020 - 3/31/2020, Every day, Daily Average",2593,2046,3285
"166","Census Tract 120","417","Census Tract 501.03","3/1/2020 - 3/31/2020, Every day, Daily Average",2862,2268,3611
"166","Census Tract 120","418","Census Tract 231.15","3/1/2020 - 3/31/2020, Every day, Daily Average",1268,844,1903
"166","Census Tract 120","419","Census Tract 233.14","3/1/2020 - 3/31/2020, Every day, Daily Average",1336,1035,1724
"166","Census Tract 120","420","Census Tract 234.22","3/1/2020 - 3/31/2020, Every day, Daily Average",1045,835,1306
"166","Census Tract 120","421","Census Tract 234.24","3/1/2020 - 3/31/2020, Every day, Daily Average",915,711,1176
"166","Census Tract 120","422","Census Tract 234.27","3/1/2020 - 3/31/2020, Every day, Daily Average",1212,952,1541
"166","Census Tract 120","423","Census Tract 212.02","3/1/2020 - 3/31/2020, Every day, Daily Average",1137,835,1548
"166","Census Tract 120","424","Census Tract 212.04","3/1/2020 - 3/31/2020, Every day, Daily Average",1155,874,1525
"166","Census Tract 120","425","Census Tract 108","3/1/2020 - 3/31/2020, Every day, Daily Average",358,269,475
"166","Census Tract 120","426","Census Tract 114.18","3/1/2020 - 3/31/2020, Every day, Daily Average",2118,1630,2750
"166","Census Tract 120","427","Census Tract 91.02","3/1/2020 - 3/31/2020, Every day, Daily Average",828,522,1312
"166","Census Tract 120","428","Census Tract 12.02","3/1/2020 - 3/31/2020, Every day, Daily Average",522,306,888
"166","Census Tract 120","429","Census Tract 232.12","3/1/2020 - 3/31/2020, Every day, Daily Average",1216,941,1569
"166","Census Tract 120","430","Census Tract 233.03","3/1/2020 - 3/31/2020, Every day, Daily Average",1336,1017,1754
"166","Census Tract 120","431","Census Tract 233.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1219,950,1564
"166","Census Tract 120","432","Census Tract 233.10","3/1/2020 - 3/31/2020, Every day, Daily Average",1108,844,1452
"166","Census Tract 120","433","Census Tract 805.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1487,1221,1809
"166","Census Tract 120","434","Census Tract 806.04","3/1/2020 - 3/31/2020, Every day, Daily Average",1521,1233,1876
"166","Census Tract 120","435","Census Tract 801.03","3/1/2020 - 3/31/2020, Every day, Daily Average",1017,788,1312
"166","Census Tract 120","436","Census Tract 214.13","3/1/2020 - 3/31/2020, Every day, Daily Average",1058,741,1509
"166","Census Tract 120","437","Census Tract 208.02","3/1/2020 - 3/31/2020, Every day, Daily Average",546,390,763
"166","Census Tract 120","438","Census Tract 219.11","3/1/2020 - 3/31/2020, Every day, Daily Average",1673,1318,2122
"166","Census Tract 120","439","Census Tract 212.16","3/1/2020 - 3/31/2020, Every day, Daily Average",1269,952,1690
"166","Census Tract 120","440","Census Tract 214.10","3/1/2020 - 3/31/2020, Every day, Daily Average",937,663,1323
"166","Census Tract 120","441","Census Tract 215.03","3/1/2020 - 3/31/2020, Every day, Daily Average",879,579,1333
"166","Census Tract 120","442","Census Tract 12.01","3/1/2020 - 3/31/2020, Every day, Daily Average",593,351,999
"166","Census Tract 120","443","Census Tract 10.01","3/1/2020 - 3/31/2020, Every day, Daily Average",327,195,546
"166","Census Tract 120","444","Census Tract 89.03","3/1/2020 - 3/31/2020, Every day, Daily Average",983,659,1464
"166","Census Tract 120","445","Census Tract 43","3/1/2020 - 3/31/2020, Every day, Daily Average",262,139,492
"166","Census Tract 120","446","Census Tract 9800","3/1/2020 - 3/31/2020, Every day, Daily Average",542,426,689
"166","Census Tract 120","447","Census Tract 116.16","3/1/2020 - 3/31/2020, Every day, Daily Average",1900,1448,2491
"166","Census Tract 120","448","Census Tract 803.03","3/1/2020 - 3/31/2020, Every day, Daily Average",1150,888,1487
"166","Census Tract 120","449","Census Tract 803.04","3/1/2020 - 3/31/2020, Every day, Daily Average",1263,943,1690
"166","Census Tract 120","450","Census Tract 212.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1320,1028,1694
"166","Census Tract 120","451","Census Tract 212.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1304,1039,1636
"166","Census Tract 120","452","Census Tract 806.03","3/1/2020 - 3/31/2020, Every day, Daily Average",1485,1112,1983
"166","Census Tract 120","453","Census Tract 805.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1475,1116,1949
"166","Census Tract 120","454","Census Tract 212.10","3/1/2020 - 3/31/2020, Every day, Daily Average",1460,1150,1852
"166","Census Tract 120","455","Census Tract 212.11","3/1/2020 - 3/31/2020, Every day, Daily Average",1545,1241,1923
"166","Census Tract 120","456","Census Tract 218.06","3/1/2020 - 3/31/2020, Every day, Daily Average",1442,1128,1842
"166","Census Tract 120","457","Census Tract 218.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1414,956,2089
"166","Census Tract 120","458","Census Tract 218.10","3/1/2020 - 3/31/2020, Every day, Daily Average",1509,1068,2131
"166","Census Tract 120","459","Census Tract 234.10","3/1/2020 - 3/31/2020, Every day, Daily Average",506,372,688
"166","Census Tract 120","460","Census Tract 234.11","3/1/2020 - 3/31/2020, Every day, Daily Average",442,318,614
"166","Census Tract 120","461","Census Tract 234.12","3/1/2020 - 3/31/2020, Every day, Daily Average",613,457,820
"166","Census Tract 120","462","Census Tract 234.13","3/1/2020 - 3/31/2020, Every day, Daily Average",1001,691,1449
"166","Census Tract 120","463","Census Tract 216.04","3/1/2020 - 3/31/2020, Every day, Daily Average",950,687,1312
"166","Census Tract 120","464","Census Tract 219.10","3/1/2020 - 3/31/2020, Every day, Daily Average",1507,1200,1891
"166","Census Tract 120","465","Census Tract 231.12","3/1/2020 - 3/31/2020, Every day, Daily Average",1083,781,1501
"166","Census Tract 120","466","Census Tract 231.14","3/1/2020 - 3/31/2020, Every day, Daily Average",1053,772,1434
"166","Census Tract 120","467","Census Tract 232.13","3/1/2020 - 3/31/2020, Every day, Daily Average",962,711,1300
"166","Census Tract 120","468","Census Tract 503.15","3/1/2020 - 3/31/2020, Every day, Daily Average",1676,1294,2170
"166","Census Tract 120","469","Census Tract 114.27","3/1/2020 - 3/31/2020, Every day, Daily Average",1882,1495,2368
"166","Census Tract 120","470","Census Tract 76.03","3/1/2020 - 3/31/2020, Every day, Daily Average",496,326,753
"166","Census Tract 120","471","Census Tract 77.04","3/1/2020 - 3/31/2020, Every day, Daily Average",646,436,955
"166","Census Tract 120","472","Census Tract 76.04","3/1/2020 - 3/31/2020, Every day, Daily Average",531,355,793
"166","Census Tract 120","473","Census Tract 77.03","3/1/2020 - 3/31/2020, Every day, Daily Average",752,502,1125
"166","Census Tract 120","474","Census Tract 212.13","3/1/2020 - 3/31/2020, Every day, Daily Average",1393,1057,1835
"166","Census Tract 120","475","Census Tract 212.14","3/1/2020 - 3/31/2020, Every day, Daily Average",1592,1222,2073
"166","Census Tract 120","476","Census Tract 213.01","3/1/2020 - 3/31/2020, Every day, Daily Average",1375,987,1914
"166","Census Tract 120","477","Census Tract 213.03","3/1/2020 - 3/31/2020, Every day, Daily Average",1071,806,1422
"166","Census Tract 120","478","Census Tract 218.12","3/1/2020 - 3/31/2020, Every day, Daily Average",1022,766,1362
"166","Census Tract 120","479","Census Tract 233.11","3/1/2020 - 3/31/2020, Every day, Daily Average",1767,1377,2265
"166","Census Tract 120","480","Census Tract 233.12","3/1/2020 - 3/31/2020, Every day, Daily Average",1670,1369,2036
"166","Census Tract 120","481","Census Tract 219.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1618,1247,2099
"166","Census Tract 120","482","Census Tract 234.14","3/1/2020 - 3/31/2020, Every day, Daily Average",750,569,987
"166","Census Tract 120","483","Census Tract 235.04","3/1/2020 - 3/31/2020, Every day, Daily Average",766,516,1137
"166","Census Tract 120","484","Census Tract 235.05","3/1/2020 - 3/31/2020, Every day, Daily Average",815,530,1252
"166","Census Tract 120","485","Census Tract 235.06","3/1/2020 - 3/31/2020, Every day, Daily Average",770,543,1089
"166","Census Tract 120","486","Census Tract 222.04","3/1/2020 - 3/31/2020, Every day, Daily Average",1301,982,1722
"166","Census Tract 120","487","Census Tract 234.26","3/1/2020 - 3/31/2020, Every day, Daily Average",1113,860,1439
"166","Census Tract 120","488","Census Tract 77.06","3/1/2020 - 3/31/2020, Every day, Daily Average",907,609,1350
"166","Census Tract 120","489","Census Tract 113.06","3/1/2020 - 3/31/2020, Every day, Daily Average",1042,734,1478
"166","Census Tract 120","490","Census Tract 113.05","3/1/2020 - 3/31/2020, Every day, Daily Average",1010,689,1478
"166","Census Tract 120","491","Census Tract 504.10","3/1/2020 - 3/31/2020, Every day, Daily Average",1742,1292,2346
"166","Census Tract 120","492","Census Tract 504.16","3/1/2020 - 3/31/2020, Every day, Daily Average",1886,1563,2275
"166","Census Tract 120","493","Census Tract 504.18","3/1/2020 - 3/31/2020, Every day, Daily Average",1430,1015,2013
"166","Census Tract 120","494","Census Tract 95.01","3/1/2020 - 3/31/2020, Every day, Daily Average",911,614,1350
"166","Census Tract 120","495","Census Tract 1205.01","3/1/2020 - 3/31/2020, Every day, Daily Average",2051,1610,2612
"166","Census Tract 120","496","Census Tract 1206.01","3/1/2020 - 3/31/2020, Every day, Daily Average",1712,1499,1954
"166","Census Tract 120","498","Census Tract 504.22","3/1/2020 - 3/31/2020, Every day, Daily Average",1567,1093,2245
"166","Census Tract 120","499","Census Tract 504.24","3/1/2020 - 3/31/2020, Every day, Daily Average",1407,1049,1886
"166","Census Tract 120","500","Census Tract 504.25","3/1/2020 - 3/31/2020, Every day, Daily Average",2076,1585,2717
"166","Census Tract 120","501","Census Tract 504.26","3/1/2020 - 3/31/2020, Every day, Daily Average",1847,1495,2280
"166","Census Tract 120","502","Census Tract 504.19","3/1/2020 - 3/31/2020, Every day, Daily Average",1596,1150,2214
"166","Census Tract 120","503","Census Tract 504.28","3/1/2020 - 3/31/2020, Every day, Daily Average",2004,1563,2568
"166","Census Tract 120","504","Census Tract 504.30","3/1/2020 - 3/31/2020, Every day, Daily Average",1868,1479,2358
"166","Census Tract 120","505","Census Tract 218.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1499,1019,2204
"166","Census Tract 120","506","Census Tract 207","3/1/2020 - 3/31/2020, Every day, Daily Average",465,300,719
"166","Census Tract 120","507","Census Tract 505.11","3/1/2020 - 3/31/2020, Every day, Daily Average",1739,1344,2248
"166","Census Tract 120","508","Census Tract 505.20","3/1/2020 - 3/31/2020, Every day, Daily Average",2018,1638,2485
"166","Census Tract 120","509","Census Tract 505.21","3/1/2020 - 3/31/2020, Every day, Daily Average",2085,1740,2497
"166","Census Tract 120","510","Census Tract 505.22","3/1/2020 - 3/31/2020, Every day, Daily Average",2217,1870,2627
"166","Census Tract 120","511","Census Tract 507.15","3/1/2020 - 3/31/2020, Every day, Daily Average",2234,1812,2753
"166","Census Tract 120","512","Census Tract 311.14","3/1/2020 - 3/31/2020, Every day, Daily Average",1179,862,1610
"166","Census Tract 120","513","Census Tract 313.13","3/1/2020 - 3/31/2020, Every day, Daily Average",793,550,1142
"166","Census Tract 120","514","Census Tract 313.12","3/1/2020 - 3/31/2020, Every day, Daily Average",952,689,1315
"166","Census Tract 120","515","Census Tract 315.06","3/1/2020 - 3/31/2020, Every day, Daily Average",1961,1519,2530
